ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI,AGI_num,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Price_Index,Color,Probability,IncomeLow,IncomeHigh,HouseLow,HouseHigh
10009,Manhattan,Lower East Side,2009,"$1,948,369,000 ","31,165","$62,518 ",62518,,,,,,,Y,1,1 Av,1,L,34,5,20.739,0.6,40.726399,-73.978631,"10010, 10003, 10002",0.72,green,98,43818.55709,64797.35987,0.83252179,0.960932841
11420,Queens,Southwest Queens,2004,"$606,564,000 ","18,118","$33,479 ",33479,,,,,,,N,,,,,9,0,16.202,2.1,40.673583,-73.81773,"11417, 11419, 11435, 11436",0.72,green,98,43532.17044,63267.33923,0,0
11417,Queens,Southwest Queens,2004,"$432,343,000 ","12,045","$35,894 ",35894,,,,,,,N,5,"80 St, 88 St, Rockaway Blvd, 104 St, Aqueduct - N Conduit Av",1,A,12,0,22.306,1.1,40.676446,-73.844443,"11414, 11420, 11419, 11416",0.72,green,98,43532.17044,63267.33923,0,0
10029,Manhattan,East Harlem,2011,"$1,498,844,000 ","33,534","$44,696 ",44696,"$31,851.00 ","$58,637.00 ",$717.17 ,50.20%,7.70%,42.10%,Y,4,"116 St, 110 St, 103 St, 96 St",1,6,12,10,28.68,0.8,40.791763,-73.94397,"10026, 10035, 10128",0.72,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10005,Manhattan,Lower Manhattan,2012,"$5,488,231,000 ","5,580","$983,554 ",983554,"$120,729.00 ","$164,318.00 ",$996.00 ,80.50%,4.70%,14.80%,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.72,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11230,Brooklyn,Borough Park,2013,"$2,177,511,000 ","33,900","$64,233 ",64233,"$42,170.00 ","$63,309.00 ",$358.87 ,52.30%,5.90%,41.70%,N,5,"Avenue H, Avenue J, Avenue M, Bay Pkwy, Avenue P",3,"B, Q, F",5,0,11.075,1.8,40.622164,-73.965105,"11204, 11218, 11226, 11210, 11229, 11223",0.72,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10473,Bronx,Southeast Bronx,2004,"$717,959,000 ","22,805","$31,483 ",31483,,,,,,,Y,,,,,15,0,309.784,2.2,40.81869,-73.858474,"10465, 10472, 10474",0.72,green,98,43532.17044,63267.33923,0,0
10014,Manhattan,Greenwich Village and Soho,2013,"$4,861,288,000 ","18,950","$256,532 ",256532,"$108,483.00 ","$170,750.00 ","$1,461.25 ",74%,5.60%,20.40%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.72,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10005,Manhattan,Lower Manhattan,2010,"$3,889,908,000 ","5,281","$736,585 ",736585,,,,,,,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.72,green,98,44081.30464,64251.15544,0.791133741,0.921456724
10032,Manhattan,Inwood and Washington Heights,2014,"$1,049,046,000 ","30,160","$34,783 ",34783,"$35,979.00 ","$49,670.00 ",$520.58 ,53.30%,8.70%,38%,Y,5,"168 St, 163 St - Amsterdam Av, 155 St, 168 St - Washington Hts, 157 St",3,"A, C, 1",10,2,8.231,0.7,40.838815,-73.942836,"10033, 10031, 10039",0.72,green,98,44754.1094,66383.317,0.834928415,0.869141886
10038,Manhattan,Lower Manhattan,2012,"$1,305,350,000 ","11,680","$111,759 ",111759,"$65,934.00 ","$124,440.00 ",$943.75 ,60.20%,3.80%,36%,Y,6,"Chambers St, Fulton St, Broad St, Fulton St, Fulton St, Brooklyn Bridge - City Hall",8,"J, Z, A, C, 2, 3, 4, 5",7,4,4.129,0.3,40.709278,-74.002562,"10002, 10013, 10007, 10006, 10005",0.72,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11367,Queens,Central Queens,2011,"$984,217,000 ","18,451","$53,342 ",53342,"$50,578.00 ","$69,054.00 ",$332.58 ,54.90%,6.20%,38.90%,N,,,,,7,0,11.387,2.4,40.730145,-73.82703,"11355, 11365, 11366, 11435, 11375",0.72,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11368,Queens,West Queens,2010,"$1,147,110,000 ","43,494","$26,374 ",26374,,,,,,,Y,4,"Mets - Willets Point, 111 St, 103 St - Corona Plaza, Junction Blvd",1,7,15,0,13.171,2.6,40.751718,-73.851822,"11354, 11355, 11375, 11374, 11373, 11372, 11369",0.72,green,98,44081.30464,64251.15544,0.791133741,0.921456724
10013,Manhattan,Greenwich Village and Soho,2012,"$5,732,887,000 ","15,340","$373,721 ",373721,"$68,790.00 ","$184,529.00 ","$1,310.51 ",60.10%,3.50%,36.40%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.72,green,98,43806.49461,64178.36753,0.743871403,0.814889738
10002,Manhattan,Lower East Side,2012,"$1,944,420,000 ","43,460","$44,740 ",44740,"$32,265.00 ","$58,104.00 ",$987.25 ,50.30%,6%,43.60%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.72,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11367,Queens,Central Queens,2009,"$906,081,000 ","17,736","$51,087 ",51087,,,,,,,N,,,,,7,0,11.387,2.4,40.730145,-73.82703,"11355, 11365, 11366, 11435, 11375",0.72,green,98,43818.55709,64797.35987,0.83252179,0.960932841
10024,Manhattan,Upper West Side,2006,"$8,227,099,000 ","32,228","$255,278 ",255278,,,,,,,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.72,green,98,44350.42332,66478.2646,0.893471665,1.130588767
11104,Queens,Northwest Queens,2009,"$614,222,000 ","14,470","$42,448 ",42448,,,,,,,N,2,"46 St, 40 St",1,7,2,0,3.077,0.4,40.744634,-73.920201,"11101, 11103, 11377",0.72,green,98,43818.55709,64797.35987,0.83252179,0.960932841
10018,Manhattan,Chelsea and Clinton,2012,"$3,043,218,000 ","6,070","$501,354 ",501354,"$87,813.00 ","$125,824.00 ","$1,282.00 ",72.20%,4.60%,23.10%,Y,5,"Times Sq - 42 St, 42 St - Port Authority Bus Terminal, 42 St - Bryant Pk, Times Sq - 42 St, 34 St - 11 Av",12,"N, Q, R, W, A, C, E, B, D, F, M, 7",1,0,9.603,0.3,40.755319,-73.993114,"10036, 10017, 10001, 10016",0.72,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11379,Queens,Northwest Queens,2005,"$827,927,000 ","15,847","$52,245 ",52245,,,,,,,N,1,Middle Village - Metropolitan Av,1,M,3,0,56.115,2.1,40.716748,-73.879601,"11378, 11373, 11374, 11385",0.72,green,98,43487.57892,64127.4283,0.822550449,0.978768815
11105,Queens,Northwest Queens,2010,"$878,914,000 ","19,091","$46,038 ",46038,,,,,,,Y,1,Astoria - Ditmars Blvd,2,"N, W",6,0,69.846,1.6,40.778877,-73.906769,"11102, 11103, 11370",0.72,green,98,44081.30464,64251.15544,0.791133741,0.921456724
11356,Queens,North Queens,2012,"$487,613,000 ","11,260","$43,305 ",43305,"$59,289.00 ","$77,006.00 ",$333.25 ,60.70%,6.30%,32.90%,Y,,,,,7,0,42.518,1.6,40.78485,-73.841279,"11357, 11354",0.72,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11378,Queens,West Queens,2012,"$818,106,000 ","16,850","$48,552 ",48552,"$58,317.00 ","$67,986.00 ",$324.50 ,58.60%,5.50%,36%,N,,,,,20,0,12.892,2.5,40.724744,-73.909639,"11101, 11377, 11373, 11379, 11385",0.72,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11214,Brooklyn,Southwest Brooklyn,2008,"$1,433,381,000 ","36,349","$39,434 ",39434,,,,,,,Y,6,"79 St, 18 Av, 20 Av, Bay Pkwy, 25 Av, Bay 50 St",1,D,10,0,148.08,2.2,40.599148,-73.99609,"11228, 11204, 11223, 11224",0.72,green,98,44541.41962,64579.99543,0.890607641,1.042492584
11204,Brooklyn,Borough Park,2012,"$1,518,148,000 ","31,460","$48,256 ",48256,"$45,112.00 ","$61,911.00 ",$367.83 ,52.60%,5.40%,42.00%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.72,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11355,Queens,North Queens,2012,"$1,255,271,000 ","45,910","$27,342 ",27342,"$43,248.00 ","$58,333.00 ",$393.92 ,55.90%,5.80%,38.20%,N,,,,,5,0,104.475,1.7,40.751452,-73.821031,"11354, 11358, 11365, 11367, 11375, 11368",0.72,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11103,Queens,Northwest Queens,2009,"$774,478,000 ","19,429","$39,862 ",39862,,,,,,,N,1,46 St,2,"M, R",3,0,2.882,0.7,40.762574,-73.913447,"11102, 11105, 11370, 11377, 11101, 11106",0.72,green,98,43818.55709,64797.35987,0.83252179,0.960932841
11375,Queens,Northwest Queens,2011,"$2,755,827,000 ","35,220","$78,246 ",78246,"$72,394.00 ","$93,527.00 ",$413.75 ,60.30%,4.10%,35.60%,N,4,"Kew Gardens - Union Tpke, 75 Av, Forest Hills - 71 Av, 67 Av",4,"E, F, M, R",10,0,11.049,2,40.720934,-73.846151,"11374, 11368, 11355, 11367, 11415, 11385",0.72,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10001,Manhattan,Chelsea and Clinton,2008,"$1,541,045,000 ","12,534","$122,949 ",122949,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.72,green,98,44541.41962,64579.99543,0.890607641,1.042492584
11372,Queens,West Queens,2012,"$1,323,742,000 ","35,000","$37,821 ",37821,"$47,750.00 ","$60,505.00 ",$338.83 ,62.50%,6.30%,31.20%,N,3,"90 St - Elmhurst Av, 82 St - Jackson Hts, 74 St - Broadway",1,7,4,0,4.752,0.7,40.75169,-73.883638,"11370, 11369, 11368, 11373, 11377",0.72,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11377,Queens,West Queens,2009,"$1,445,685,000 ","41,541","$34,801 ",34801,,,,,,,N,5,"65 St, Northern Blvd, 69 St, Woodside - 61 St, 52 St",3,"M, R, 7",22,0,19.839,2.5,40.744819,-73.905156,"11101, 11104, 11103, 11370, 11372, 11373, 11378",0.72,green,98,43818.55709,64797.35987,0.83252179,0.960932841
11105,Queens,Northwest Queens,2011,"$918,443,000 ","19,437","$47,252 ",47252,"$56,935.00 ","$71,821.00 ",$660.40 ,62.30%,5.60%,32.00%,Y,1,Astoria - Ditmars Blvd,2,"N, W",6,0,69.846,1.6,40.778877,-73.906769,"11102, 11103, 11370",0.72,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11369,Queens,West Queens,2011,"$542,296,000 ","16,503","$32,860 ",32860,"$56,307.00 ","$67,189.00 ",$276.83 ,61.60%,5.70%,32.60%,Y,,,,,12,0,8.72,1.1,40.763365,-73.872374,"11371, 11370, 11372, 11368",0.72,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11368,Queens,West Queens,2009,"$1,076,342,000 ","41,646","$25,845 ",25845,,,,,,,Y,4,"Mets - Willets Point, 111 St, 103 St - Corona Plaza, Junction Blvd",1,7,15,0,13.171,2.6,40.751718,-73.851822,"11354, 11355, 11375, 11374, 11373, 11372, 11369",0.72,green,98,43818.55709,64797.35987,0.83252179,0.960932841
11207,Brooklyn,East New York and New Lots,2004,"$818,475,000 ","31,975","$25,597 ",25597,,,,,,,N,17,"Van Siclen Av, Alabama Av, Broadway Jct, Chauncey St, Wilson Av, Bushwick Av - Aberdeen St, Broadway Jct, Atlantic Av, Livonia Av, New Lots Av, Broadway Jct, Liberty Av, Van Siclen Av, Junius St, Pennsylvania Av, Van Siclen Av, New Lots Av",6,"J, Z, L, A, C, 3",55,0,52.882,2.7,40.670747,-73.894209,"11208, 11239, 11236, 11212, 11233, 11221, 11237, 11385",0.71,green,98,43532.17044,63267.33923,0,0
11378,Queens,West Queens,2005,"$617,115,000 ","14,373","$42,936 ",42936,,,,,,,N,,,,,20,0,12.892,2.5,40.724744,-73.909639,"11101, 11377, 11373, 11379, 11385",0.71,green,98,43487.57892,64127.4283,0.822550449,0.978768815
11219,Brooklyn,Borough Park,2012,"$1,211,979,000 ","32,400","$37,407 ",37407,"$34,590.00 ","$51,257.00 ",$353.25 ,53.50%,4.20%,42.20%,N,,"Fort Hamilton Pkwy, 50 St, 55 St, 62 St, Fort Hamilton Pkwy, New Utrecht Av",2,"D, N",5,0,1.928,1.5,40.632667,-73.996669,"11220, 11232, 11218, 11204, 11228",0.71,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11413,Queens,Southeast Queens,2004,"$691,679,000 ","17,591","$39,320 ",39320,,,,,,,N,,,,,7,0,32.667,3.1,40.671659,-73.752568,"11422, 11411, 11412, 11434",0.71,green,98,43532.17044,63267.33923,0,0
10035,Manhattan,East Harlem,2008,"$423,648,000 ","13,067","$32,421 ",32421,,,,,,,Y,1,125 St,3,"4, 5, 6",24,6,455.774,1.4,40.795455,-73.929655," 10037, 10027, 10026, 10029, 10454",0.71,green,98,44541.41962,64579.99543,0.890607641,1.042492584
11223,Brooklyn,Southern Brooklyn,2012,"$1,948,971,000 ","30,770","$63,340 ",63340,"$40,960.00 ","$59,311.00 ",$408.83 ,48.70%,5.80%,45.50%,N,,"Kings Hwy, Avenue U, 86 St, Kings Hwy, Avenue U, Avenue X",2,"N, F",11,0,12.355,2.1,40.597139,-73.973428,"11216, 11221, 11207, 11212, 11213, 11216",0.71,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11373,Queens,West Queens,2011,"$1,421,394,000 ","47,503","$29,922 ",29922,"$45,585.00 ","$59,333.00 ",$442.22 ,59.10%,4.20%,36.70%,N,4,"Woodhaven Blvd, Grand Av - Newtown, Elmhurst Av, Jackson Hts - Roosevelt Av",4,"M, R, E, F",21,0,16.288,1.5,40.738837,-73.878535,"11377, 11372, 11368, 11374, 11379, 11378",0.71,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10004,Manhattan,Lower Manhattan,2010,"$615,469,000 ","2,102","$292,802 ",292802,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.71,green,98,44081.30464,64251.15544,0.791133741,0.921456724
10038,Manhattan,Lower Manhattan,2009,"$870,470,000 ","10,631","$81,880 ",81880,,,,,,,Y,6,"Chambers St, Fulton St, Broad St, Fulton St, Fulton St, Brooklyn Bridge - City Hall",8,"J, Z, A, C, 2, 3, 4, 5",7,4,4.129,0.3,40.709278,-74.002562,"10002, 10013, 10007, 10006, 10005",0.71,green,98,43818.55709,64797.35987,0.83252179,0.960932841
11223,Brooklyn,Southern Brooklyn,2011,"$1,807,640,000 ","30,355","$59,550 ",59550,"$40,626.00 ","$58,107.00 ",$407.42 ,48.10%,4.60%,47.20%,N,,"Kings Hwy, Avenue U, 86 St, Kings Hwy, Avenue U, Avenue X",2,"N, F",11,0,12.355,2.1,40.597139,-73.973428,"11216, 11221, 11207, 11212, 11213, 11216",0.71,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11103,Queens,Northwest Queens,2010,"$800,507,000 ","19,959","$40,108 ",40108,,,,,,,N,1,46 St,2,"M, R",3,0,2.882,0.7,40.762574,-73.913447,"11102, 11105, 11370, 11377, 11101, 11106",0.71,green,98,44081.30464,64251.15544,0.791133741,0.921456724
10005,Manhattan,Lower Manhattan,2011,"$3,658,870,000 ","5,603","$653,020 ",653020,"$117,885.00 ","$159,876.00 ",$979.92 ,80.50%,5.30%,14.10%,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.71,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11370,Queens,West Queens,2011,"$491,125,000 ","12,528","$39,202 ",39202,"$57,334.00 ","$73,882.00 ",$346.50 ,40.40%,4.80%,54.80%,Y,,,,,11,0,12.386,1.4,40.765393,-73.893243,"11371, 11369, 11372, 11377, 11103, 11105",0.71,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11204,Brooklyn,Borough Park,2006,"$1,228,066,000 ","29,345","$41,849 ",41849,,,,,,,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.71,green,98,44350.42332,66478.2646,0.893471665,1.130588767
11372,Queens,West Queens,2011,"$1,274,752,000 ","33,724","$37,800 ",37800,"$48,400.00 ","$61,056.00 ",$336.67 ,63.50%,5.60%,30.90%,N,3,"90 St - Elmhurst Av, 82 St - Jackson Hts, 74 St - Broadway",1,7,4,0,4.752,0.7,40.75169,-73.883638,"11370, 11369, 11368, 11373, 11377",0.71,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10065,Manhattan,Upper East Side,2009,"$4,405,604,000 ","14,251","$309,143 ",309143,,,,,,,Y,3,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",0.71,green,98,43818.55709,64797.35987,0.83252179,0.960932841
11367,Queens,Central Queens,2004,"$769,028,000 ","16,338","$47,070 ",47070,,,,,,,N,,,,,7,0,11.387,2.4,40.730145,-73.82703,"11355, 11365, 11366, 11435, 11375",0.71,green,98,43532.17044,63267.33923,0,0
11370,Queens,West Queens,2012,"$526,183,000 ","13,060","$40,290 ",40290,"$52,489.00 ","$70,842.00 ",$344.50 ,39%,6%,55%,Y,,,,,11,0,12.386,1.4,40.765393,-73.893243,"11371, 11369, 11372, 11377, 11103, 11105",0.71,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11354,Queens,North Queens,2012,"$972,370,000 ","27,300","$35,618 ",35618,"$48,236.00 ","$63,133.00 ",$398.25 ,55%,5.90%,39.10%,Y,1,Flushing - Main St,1,7,11,0,26.576,2.2,40.768208,-73.827403,"11356, 11357, 11358, 11355, 11368",0.71,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11204,Brooklyn,Borough Park,2011,"$1,457,111,000 ","30,852","$47,229 ",47229,"$44,312.00 ","$59,739.00 ",$365.92 ,52.60%,5.00%,42.30%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.71,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11204,Brooklyn,Borough Park,2010,"$1,395,287,000 ","30,254","$46,119 ",46119,,,,,,,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.71,green,98,44081.30464,64251.15544,0.791133741,0.921456724
11102,Queens,Northwest Queens,2012,"$833,399,000 ","18,920","$44,049 ",44049,"$48,548.00 ","$64,036.00 ",$606.40 ,63.50%,6.80%,29.70%,Y,2,"Astoria Blvd, 30 Av",2,"N, W",11,0,13.619,0.8,40.772884,-73.926295,"11105, 11103, 11106",0.71,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11377,Queens,West Queens,2010,"$1,486,721,000 ","42,559","$34,933 ",34933,,,,,,,N,5,"65 St, Northern Blvd, 69 St, Woodside - 61 St, 52 St",3,"M, R, 7",22,0,19.839,2.5,40.744819,-73.905156,"11101, 11104, 11103, 11370, 11372, 11373, 11378",0.71,green,98,44081.30464,64251.15544,0.791133741,0.921456724
11210,Brooklyn,Flatbush,2004,"$1,187,213,000 ","24,766","$47,937 ",47937,,,,,,,N,1,Flatbush Av - Brooklyn College,2,"2, 5",5,0,7.957,1.6,40.628147,-73.946324,"11226, 11203, 11234, 11229, 11230",0.71,green,98,43532.17044,63267.33923,0,0
11369,Queens,West Queens,2012,"$560,791,000 ","17,160","$32,680 ",32680,"$55,553.00 ","$66,907.00 ",$272.67 ,61.60%,6.30%,32%,Y,,,,,12,0,8.72,1.1,40.763365,-73.872374,"11371, 11370, 11372, 11368",0.71,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11374,Queens,Northwest Queens,2008,"$1,113,278,000 ","21,742","$51,204 ",51204,,,,,,,N,1,63 Dr - Rego Park,2,"M, R",6,0,7.287,0.9,40.726418,-73.861526,"11373, 11368, 11375, 11379",0.71,green,98,44541.41962,64579.99543,0.890607641,1.042492584
10017,Manhattan,Gramercy Park and Murray Hill,2005,"$3,631,540,000 ","15,489","$234,459 ",234459,,,,,,,Y,3,"Grand Central - 42 St, Grand Central - 42 St, Grand Central - 42 St",4,"4, 5, 7, S",4,3,3.951,0.3,40.75236,-73.972493,"10022, 10036, 10018, 10016",0.71,green,98,43487.57892,64127.4283,0.822550449,0.978768815
11360,Queens,North Queens,2013,"$836,069,000 ","9,940","$84,112 ",84112,"$76,183.00 ","$95,613.00 ",$470.22 ,53.80%,5.20%,41%,Y,,,,,5,0,120.896,1.4,40.780379,-73.78123,"11361, 11358, 11357",0.71,green,98,43815.08331,64311.00676,0.775961819,0.83549439
11229,Brooklyn,Southern Brooklyn,2013,"$1,922,566,000 ","34,960","$54,993 ",54993,"$51,725.00 ","$67,981.00 ",$351.31 ,53.10%,5.50%,41.30%,Y,3,"Kings Hwy, Avenue U, Neck Rd",2,"B, Q",9,0,9.123,2.2,40.601293,-73.944493,"11235, 11223, 11230, 11210, 11234",0.71,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10065,Manhattan,Upper East Side,2006,"$1,597,146,000 ","1,869","$854,546 ",854546,,,,,,,Y,3,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",0.71,green,98,44350.42332,66478.2646,0.893471665,1.130588767
11213,Brooklyn,Central Brooklyn,2014,"$1,056,625,000 ","29,040","$36,385 ",36385,"$34,804.00 ","$47,297.00 ",$351.58 ,51.60%,6.50%,41.80%,N,,,,,7,0,19.571,1.1,40.671078,-73.936336,"11216, 11233, 11212, 11203, 11225",0.71,green,98,44754.1094,66383.317,0.834928415,0.869141886
10065,Manhattan,Upper East Side,2012,"$9,307,781,000 ","15,680","$593,608 ",593608,"$109,960.00 ","$197,990.00 ","$1,199.25 ",67.3,3.6,29.2,Y,3,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",0.71,green,98,43806.49461,64178.36753,0.743871403,0.814889738
10005,Manhattan,Lower Manhattan,2007,"$4,604,121,000 ","4,150","$1,109,427 ",1109427,,,,,,,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.71,green,98,43326.83186,63664.85351,0.892759679,1.135458269
11223,Brooklyn,Southern Brooklyn,2008,"$1,678,438,000 ","29,730","$56,456 ",56456,,,,,,,N,,"Kings Hwy, Avenue U, 86 St, Kings Hwy, Avenue U, Avenue X",2,"N, F",11,0,12.355,2.1,40.597139,-73.973428,"11216, 11221, 11207, 11212, 11213, 11216",0.71,green,98,44541.41962,64579.99543,0.890607641,1.042492584
10030,Manhattan,Central Harlem,2013,"$472,006,000 ","13,240","$35,650 ",35650,"$31,925.00 ","$53,814.00 ",$540.25 ,53.20%,9.30%,37.50%,N,1,135 St,2,"2, 3",6,3,2.84,0.3,40.818267,-73.942856,"10031, 10039, 10037, 10027",0.71,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10016,Manhattan,Gramercy Park and Murray Hill,2012,"$6,288,674,000 ","31,020","$202,730 ",202730,"$101,979.00 ","$155,302.00 ","$1,003.88 ",72.80%,4.10%,23.10%,Y,1,33 St,1,6,5,0,5.968,0.5,40.745224,-73.978297,"10017, 10018, 10001, 10010",0.71,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11374,Queens,Northwest Queens,2006,"$1,025,185,000 ","21,802","$47,023 ",47023,,,,,,,N,1,63 Dr - Rego Park,2,"M, R",6,0,7.287,0.9,40.726418,-73.861526,"11373, 11368, 11375, 11379",0.71,green,98,44350.42332,66478.2646,0.893471665,1.130588767
11104,Queens,Northwest Queens,2013,"$765,714,000 ","15,070","$50,810 ",50810,"$56,059.00 ","$69,522.00 ",$421.80 ,66.80%,4.80%,28.50%,N,2,"46 St, 40 St",1,7,2,0,3.077,0.4,40.744634,-73.920201,"11101, 11103, 11377",0.71,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10034,Manhattan,Inwood and Washington Heights,2013,"$764,345,000 ","20,340","$37,578 ",37578,"$41,171.00 ","$57,323.00 ",$462.50 ,58.80%,11.40%,29.90%,Y,4,"Inwood - 207 St, Dyckman St, 215 St, 207 St",2,"A, 1",3,1,21.833,1.1,40.867076,-73.924312,10040,0.71,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10029,Manhattan,East Harlem,2010,"$1,382,780,000 ","32,877","$42,059 ",42059,,,,,,,Y,4,"116 St, 110 St, 103 St, 96 St",1,6,12,10,28.68,0.8,40.791763,-73.94397,"10026, 10035, 10128",0.71,green,98,44081.30464,64251.15544,0.791133741,0.921456724
11358,Queens,North Queens,2012,"$968,378,000 ","17,890","$54,130 ",54130,"$67,924.00 ","$86,431.00 ",$366.42 ,57.30%,5.80%,36.90%,N,,,,,4,0,4.434,1.9,40.760471,-73.796371,"11357, 11360, 11361, 11365, 11355, 11354",0.71,green,98,43806.49461,64178.36753,0.743871403,0.814889738
11221,Brooklyn,Bushwick and Williamsburg,2014,"$1,294,485,000 ","37,500","$34,520 ",34520,"$39,785.00 ","$53,275.00 ",$393.75 ,53.20%,11.50%,35.20%,N,4,"Halsey St, Gates Av, Kosciuszko St, Central Av",3,"J, Z, M",21,0,12.28,1.4,40.69134,-73.927879,"11237, 11206, 11216, 11233, 11207",0.71,green,98,44754.1094,66383.317,0.834928415,0.869141886
11357,Queens,North Queens,2012,"$1,392,438,000 ","19,080","$72,979 ",72979,"$76,014.00 ","$93,402.00 ",$399.00 ,55.10%,7%,37.90%,Y,,,,,8,0,31.67,2.8,40.786393,-73.810864,"11356, 11354, 11358, 11360",0.71,green,98,43806.49461,64178.36753,0.743871403,0.814889738
10039,Manhattan,Central Harlem,2008,"$365,340,000 ","11,473","$31,843 ",31843,,,,,,,Y,3,"155 St, Harlem - 148 St, 145 St",3,"B, D, 3",7,2,21.528,0.5,40.830867,-73.936218," 10032, 10031, 10030, 10037",0.7,green,98,44541.41962,64579.99543,0.890607641,1.042492584
