ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI,AGI_num,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Price_Index,Color,Probability,IncomeLow,IncomeHigh,HouseLow,HouseHigh
11355,Queens,North Queens,2001,"$968,328,000 ","24,885","$38,912 ",38912,,,,,,,N,,,,,5,0,104.475,1.7,40.751452,-73.821031,"11354, 11358, 11365, 11367, 11375, 11368",0,purple,38,52061.08675,80382.83593,0,0
11355,Queens,North Queens,2002,"$936,100,000 ","24,435","$38,310 ",38310,,,,,,,N,,,,,5,0,104.475,1.7,40.751452,-73.821031,"11354, 11358, 11365, 11367, 11375, 11368",0,purple,38,51446.63339,78836.50594,0,0
11356,Queens,North Queens,2001,"$336,018,000 ","7,037","$47,750 ",47750,,,,,,,Y,,,,,7,0,42.518,1.6,40.78485,-73.841279,"11357, 11354",0,purple,38,52061.08675,80382.83593,0,0
11356,Queens,North Queens,2002,"$335,234,000 ","6,949","$48,242 ",48242,,,,,,,Y,,,,,7,0,42.518,1.6,40.78485,-73.841279,"11357, 11354",0,purple,38,51446.63339,78836.50594,0,0
11357,Queens,North Queens,2001,"$996,787,000 ","13,999","$71,204 ",71204,,,,,,,Y,,,,,8,0,31.67,2.8,40.786393,-73.810864,"11356, 11354, 11358, 11360",0,purple,38,52061.08675,80382.83593,0,0
11357,Queens,North Queens,2002,"$992,076,000 ","13,771","$72,041 ",72041,,,,,,,Y,,,,,8,0,31.67,2.8,40.786393,-73.810864,"11356, 11354, 11358, 11360",0,purple,38,51446.63339,78836.50594,0,0
11358,Queens,North Queens,2001,"$753,461,000 ","12,756","$59,067 ",59067,,,,,,,N,,,,,4,0,4.434,1.9,40.760471,-73.796371,"11357, 11360, 11361, 11365, 11355, 11354",0,purple,38,52061.08675,80382.83593,0,0
11358,Queens,North Queens,2002,"$748,956,000 ","12,700","$58,973 ",58973,,,,,,,N,,,,,4,0,4.434,1.9,40.760471,-73.796371,"11357, 11360, 11361, 11365, 11355, 11354",0,purple,38,51446.63339,78836.50594,0,0
11360,Queens,North Queens,2001,"$647,925,000 ","7,195","$90,052 ",90052,,,,,,,Y,,,,,5,0,120.896,1.4,40.780379,-73.78123,"11361, 11358, 11357",0,purple,38,52061.08675,80382.83593,0,0
11360,Queens,North Queens,2002,"$626,208,000 ","7,044","$88,899 ",88899,,,,,,,Y,,,,,5,0,120.896,1.4,40.780379,-73.78123,"11361, 11358, 11357",0,purple,38,51446.63339,78836.50594,0,0
11360,Queens,North Queens,2004,"$650,715,000 ","9,704","$67,056 ",67056,,,,,,,Y,,,,,5,0,120.896,1.4,40.780379,-73.78123,"11361, 11358, 11357",0,purple,38,43532.17044,63267.33923,0,0
11360,Queens,North Queens,2005,"$705,976,000 ","9,717","$72,654 ",72654,,,,,,,Y,,,,,5,0,120.896,1.4,40.780379,-73.78123,"11361, 11358, 11357",0,purple,38,43487.57892,64127.4283,0.822550449,0.978768815
11360,Queens,North Queens,2006,"$748,632,000 ","9,934","$75,361 ",75361,,,,,,,Y,,,,,5,0,120.896,1.4,40.780379,-73.78123,"11361, 11358, 11357",0,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11360,Queens,North Queens,2007,"$810,797,000 ","10,386","$78,066 ",78066,,,,,,,Y,,,,,5,0,120.896,1.4,40.780379,-73.78123,"11361, 11358, 11357",0,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11360,Queens,North Queens,2008,"$780,019,000 ","9,896","$78,822 ",78822,,,,,,,Y,,,,,5,0,120.896,1.4,40.780379,-73.78123,"11361, 11358, 11357",0,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
11360,Queens,North Queens,2009,"$740,262,000 ","9,780","$75,691 ",75691,,,,,,,Y,,,,,5,0,120.896,1.4,40.780379,-73.78123,"11361, 11358, 11357",0,purple,38,43818.55709,64797.35987,0.83252179,0.960932841
11361,Queens,Northeast Queens,2001,"$626,797,000 ","10,238","$61,223 ",61223,,,,,,,Y,,,,,6,0,56.397,1.8,40.764191,-73.772775,"11363, 11364, 11358, 11360",0,purple,38,52061.08675,80382.83593,0,0
11361,Queens,Northeast Queens,2002,"$635,163,000 ","10,083","$62,993 ",62993,,,,,,,Y,,,,,6,0,56.397,1.8,40.764191,-73.772775,"11363, 11364, 11358, 11360",0,purple,38,51446.63339,78836.50594,0,0
11362,Queens,Northeast Queens,2001,"$478,731,000 ","6,296","$76,037 ",76037,,,,,,,N,,,,,9,0,112.594,2.5,40.756574,-73.737845,"11426, 11364, 11363",0,purple,38,52061.08675,80382.83593,0,0
11362,Queens,Northeast Queens,2002,"$467,662,000 ","6,262","$74,683 ",74683,,,,,,,N,,,,,9,0,112.594,2.5,40.756574,-73.737845,"11426, 11364, 11363",0,purple,38,51446.63339,78836.50594,0,0
11363,Queens,Northeast Queens,2001,"$279,128,000 ","2,574","$108,441 ",108441,,,,,,,Y,,,,,4,0,45.226,0.9,40.772616,-73.746526,"11362, 11361",0,purple,38,52061.08675,80382.83593,0,0
11363,Queens,Northeast Queens,2002,"$271,868,000 ","2,527","$107,585 ",107585,,,,,,,Y,,,,,4,0,45.226,0.9,40.772616,-73.746526,"11362, 11361",0,purple,38,51446.63339,78836.50594,0,0
11364,Queens,Northeast Queens,2001,"$804,302,000 ","12,326","$65,252 ",65252,,,,,,,N,,,,,10,0,27.212,2.5,40.745289,-73.760586,"11362, 11361, 11365, 11366",0,purple,38,52061.08675,80382.83593,0,0
11364,Queens,Northeast Queens,2002,"$801,453,000 ","12,214","$65,618 ",65618,,,,,,,N,,,,,10,0,27.212,2.5,40.745289,-73.760586,"11362, 11361, 11365, 11366",0,purple,38,51446.63339,78836.50594,0,0
11365,Queens,Central Queens,2001,"$830,524,000 ","13,781","$60,266 ",60266,,,,,,,N,,,,,8,0,252.178,2.5,40.739634,-73.79449,"11358, 11364, 11366, 11367, 11355",0,purple,38,52061.08675,80382.83593,0,0
11365,Queens,Central Queens,2002,"$812,975,000 ","13,578","$59,874 ",59874,,,,,,,N,,,,,8,0,252.178,2.5,40.739634,-73.79449,"11358, 11364, 11366, 11367, 11355",0,purple,38,51446.63339,78836.50594,0,0
11366,Queens,Central Queens,2001,"$323,473,000 ","4,818","$67,138 ",67138,,,,,,,N,,,,,1,0,0.749,1.1,40.728152,-73.785019,"11364, 11365, 11367, 11432, 11423",0,purple,38,52061.08675,80382.83593,0,0
11366,Queens,Central Queens,2002,"$317,609,000 ","4,759","$66,739 ",66739,,,,,,,N,,,,,1,0,0.749,1.1,40.728152,-73.785019,"11364, 11365, 11367, 11432, 11423",0,purple,38,51446.63339,78836.50594,0,0
11367,Queens,Central Queens,2001,"$708,307,000 ","13,059","$54,239 ",54239,,,,,,,N,,,,,7,0,11.387,2.4,40.730145,-73.82703,"11355, 11365, 11366, 11435, 11375",0,purple,38,52061.08675,80382.83593,0,0
11367,Queens,Central Queens,2002,"$717,235,000 ","12,958","$55,351 ",55351,,,,,,,N,,,,,7,0,11.387,2.4,40.730145,-73.82703,"11355, 11365, 11366, 11435, 11375",0,purple,38,51446.63339,78836.50594,0,0
11368,Queens,West Queens,2001,"$791,540,000 ","28,238","$28,031 ",28031,,,,,,,Y,4,"Mets - Willets Point, 111 St, 103 St - Corona Plaza, Junction Blvd",1,7,15,0,13.171,2.6,40.751718,-73.851822,"11354, 11355, 11375, 11374, 11373, 11372, 11369",0,purple,38,52061.08675,80382.83593,0,0
11368,Queens,West Queens,2002,"$797,110,000 ","27,774","$28,700 ",28700,,,,,,,Y,4,"Mets - Willets Point, 111 St, 103 St - Corona Plaza, Junction Blvd",1,7,15,0,13.171,2.6,40.751718,-73.851822,"11354, 11355, 11375, 11374, 11373, 11372, 11369",0,purple,38,51446.63339,78836.50594,0,0
11369,Queens,West Queens,2001,"$370,564,000 ","10,348","$35,810 ",35810,,,,,,,Y,,,,,12,0,8.72,1.1,40.763365,-73.872374,"11371, 11370, 11372, 11368",0,purple,38,52061.08675,80382.83593,0,0
11369,Queens,West Queens,2002,"$372,844,000 ","10,278","$36,276 ",36276,,,,,,,Y,,,,,12,0,8.72,1.1,40.763365,-73.872374,"11371, 11370, 11372, 11368",0,purple,38,51446.63339,78836.50594,0,0
11370,Queens,West Queens,2001,"$348,751,000 ","7,818","$44,609 ",44609,,,,,,,Y,,,,,11,0,12.386,1.4,40.765393,-73.893243,"11371, 11369, 11372, 11377, 11103, 11105",0,purple,38,52061.08675,80382.83593,0,0
11370,Queens,West Queens,2002,"$346,862,000 ","7,742","$44,803 ",44803,,,,,,,Y,,,,,11,0,12.386,1.4,40.765393,-73.893243,"11371, 11369, 11372, 11377, 11103, 11105",0,purple,38,51446.63339,78836.50594,0,0
11372,Queens,West Queens,2001,"$949,700,000 ","24,402","$38,919 ",38919,,,,,,,N,3,"90 St - Elmhurst Av, 82 St - Jackson Hts, 74 St - Broadway",1,7,4,0,4.752,0.7,40.75169,-73.883638,"11370, 11369, 11368, 11373, 11377",0,purple,38,52061.08675,80382.83593,0,0
11372,Queens,West Queens,2002,"$940,212,000 ","23,899","$39,341 ",39341,,,,,,,N,3,"90 St - Elmhurst Av, 82 St - Jackson Hts, 74 St - Broadway",1,7,4,0,4.752,0.7,40.75169,-73.883638,"11370, 11369, 11368, 11373, 11377",0,purple,38,51446.63339,78836.50594,0,0
11372,Queens,West Queens,2004,"$991,450,000 ","31,125","$31,854 ",31854,,,,,,,N,3,"90 St - Elmhurst Av, 82 St - Jackson Hts, 74 St - Broadway",1,7,4,0,4.752,0.7,40.75169,-73.883638,"11370, 11369, 11368, 11373, 11377",0,purple,38,43532.17044,63267.33923,0,0
11372,Queens,West Queens,2005,"$1,032,172,000 ","31,423","$32,848 ",32848,,,,,,,N,3,"90 St - Elmhurst Av, 82 St - Jackson Hts, 74 St - Broadway",1,7,4,0,4.752,0.7,40.75169,-73.883638,"11370, 11369, 11368, 11373, 11377",0,purple,38,43487.57892,64127.4283,0.822550449,0.978768815
11372,Queens,West Queens,2006,"$1,108,758,000 ","32,381","$34,241 ",34241,,,,,,,N,3,"90 St - Elmhurst Av, 82 St - Jackson Hts, 74 St - Broadway",1,7,4,0,4.752,0.7,40.75169,-73.883638,"11370, 11369, 11368, 11373, 11377",0,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11372,Queens,West Queens,2007,"$1,207,335,000 ","34,689","$34,805 ",34805,,,,,,,N,3,"90 St - Elmhurst Av, 82 St - Jackson Hts, 74 St - Broadway",1,7,4,0,4.752,0.7,40.75169,-73.883638,"11370, 11369, 11368, 11373, 11377",0,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11372,Queens,West Queens,2008,"$1,226,106,000 ","33,063","$37,084 ",37084,,,,,,,N,3,"90 St - Elmhurst Av, 82 St - Jackson Hts, 74 St - Broadway",1,7,4,0,4.752,0.7,40.75169,-73.883638,"11370, 11369, 11368, 11373, 11377",0,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
11373,Queens,West Queens,2001,"$1,152,606,000 ","32,374","$35,603 ",35603,,,,,,,N,4,"Woodhaven Blvd, Grand Av - Newtown, Elmhurst Av, Jackson Hts - Roosevelt Av",4,"M, R, E, F",21,0,16.288,1.5,40.738837,-73.878535,"11377, 11372, 11368, 11374, 11379, 11378",0,purple,38,52061.08675,80382.83593,0,0
11373,Queens,West Queens,2002,"$1,083,532,000 ","31,300","$34,618 ",34618,,,,,,,N,4,"Woodhaven Blvd, Grand Av - Newtown, Elmhurst Av, Jackson Hts - Roosevelt Av",4,"M, R, E, F",21,0,16.288,1.5,40.738837,-73.878535,"11377, 11372, 11368, 11374, 11379, 11378",0,purple,38,51446.63339,78836.50594,0,0
11373,Queens,West Queens,2004,"$1,089,456,000 ","40,064","$27,193 ",27193,,,,,,,N,4,"Woodhaven Blvd, Grand Av - Newtown, Elmhurst Av, Jackson Hts - Roosevelt Av",4,"M, R, E, F",21,0,16.288,1.5,40.738837,-73.878535,"11377, 11372, 11368, 11374, 11379, 11378",0,purple,38,43532.17044,63267.33923,0,0
11373,Queens,West Queens,2005,"$1,131,255,000 ","41,177","$27,473 ",27473,,,,,,,N,4,"Woodhaven Blvd, Grand Av - Newtown, Elmhurst Av, Jackson Hts - Roosevelt Av",4,"M, R, E, F",21,0,16.288,1.5,40.738837,-73.878535,"11377, 11372, 11368, 11374, 11379, 11378",0,purple,38,43487.57892,64127.4283,0.822550449,0.978768815
11373,Queens,West Queens,2006,"$1,209,030,000 ","42,526","$28,430 ",28430,,,,,,,N,4,"Woodhaven Blvd, Grand Av - Newtown, Elmhurst Av, Jackson Hts - Roosevelt Av",4,"M, R, E, F",21,0,16.288,1.5,40.738837,-73.878535,"11377, 11372, 11368, 11374, 11379, 11378",0,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
11373,Queens,West Queens,2007,"$1,308,402,000 ","45,962","$28,467 ",28467,,,,,,,N,4,"Woodhaven Blvd, Grand Av - Newtown, Elmhurst Av, Jackson Hts - Roosevelt Av",4,"M, R, E, F",21,0,16.288,1.5,40.738837,-73.878535,"11377, 11372, 11368, 11374, 11379, 11378",0,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
11373,Queens,West Queens,2008,"$1,333,704,000 ","44,846","$29,740 ",29740,,,,,,,N,4,"Woodhaven Blvd, Grand Av - Newtown, Elmhurst Av, Jackson Hts - Roosevelt Av",4,"M, R, E, F",21,0,16.288,1.5,40.738837,-73.878535,"11377, 11372, 11368, 11374, 11379, 11378",0,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
11374,Queens,Northwest Queens,2001,"$891,484,000 ","16,000","$55,718 ",55718,,,,,,,N,1,63 Dr - Rego Park,2,"M, R",6,0,7.287,0.9,40.726418,-73.861526,"11373, 11368, 11375, 11379",0,purple,38,52061.08675,80382.83593,0,0
11374,Queens,Northwest Queens,2002,"$877,624,000 ","15,676","$55,985 ",55985,,,,,,,N,1,63 Dr - Rego Park,2,"M, R",6,0,7.287,0.9,40.726418,-73.861526,"11373, 11368, 11375, 11379",0,purple,38,51446.63339,78836.50594,0,0
11375,Queens,Northwest Queens,2001,"$2,129,052,000 ","26,620","$79,979 ",79979,,,,,,,N,4,"Kew Gardens - Union Tpke, 75 Av, Forest Hills - 71 Av, 67 Av",4,"E, F, M, R",10,0,11.049,2,40.720934,-73.846151,"11374, 11368, 11355, 11367, 11415, 11385",0,purple,38,52061.08675,80382.83593,0,0
11375,Queens,Northwest Queens,2002,"$2,037,638,000 ","25,985","$78,416 ",78416,,,,,,,N,4,"Kew Gardens - Union Tpke, 75 Av, Forest Hills - 71 Av, 67 Av",4,"E, F, M, R",10,0,11.049,2,40.720934,-73.846151,"11374, 11368, 11355, 11367, 11415, 11385",0,purple,38,51446.63339,78836.50594,0,0
11377,Queens,West Queens,2001,"$1,113,091,000 ","29,018","$38,359 ",38359,,,,,,,N,5,"65 St, Northern Blvd, 69 St, Woodside - 61 St, 52 St",3,"M, R, 7",22,0,19.839,2.5,40.744819,-73.905156,"11101, 11104, 11103, 11370, 11372, 11373, 11378",0,purple,38,52061.08675,80382.83593,0,0
11377,Queens,West Queens,2002,"$1,082,833,000 ","28,368","$38,171 ",38171,,,,,,,N,5,"65 St, Northern Blvd, 69 St, Woodside - 61 St, 52 St",3,"M, R, 7",22,0,19.839,2.5,40.744819,-73.905156,"11101, 11104, 11103, 11370, 11372, 11373, 11378",0,purple,38,51446.63339,78836.50594,0,0
11378,Queens,West Queens,2001,"$565,064,000 ","11,656","$48,478 ",48478,,,,,,,N,,,,,20,0,12.892,2.5,40.724744,-73.909639,"11101, 11377, 11373, 11379, 11385",0,purple,38,52061.08675,80382.83593,0,0
11378,Queens,West Queens,2002,"$566,714,000 ","11,403","$49,699 ",49699,,,,,,,N,,,,,20,0,12.892,2.5,40.724744,-73.909639,"11101, 11377, 11373, 11379, 11385",0,purple,38,51446.63339,78836.50594,0,0
11379,Queens,Northwest Queens,2001,"$659,602,000 ","10,851","$60,787 ",60787,,,,,,,N,1,Middle Village - Metropolitan Av,1,M,3,0,56.115,2.1,40.716748,-73.879601,"11378, 11373, 11374, 11385",0,purple,38,52061.08675,80382.83593,0,0
11379,Queens,Northwest Queens,2002,"$714,208,000 ","11,608","$61,527 ",61527,,,,,,,N,1,Middle Village - Metropolitan Av,1,M,3,0,56.115,2.1,40.716748,-73.879601,"11378, 11373, 11374, 11385",0,purple,38,51446.63339,78836.50594,0,0
11385,Queens,Northwest Queens,2001,"$1,316,158,000 ","33,485","$39,306 ",39306,,,,,,,N,4,"Fresh Pond Rd, Forest Av, Seneca Av, Halsey St",2,"M, L",13,0,19.494,3.6,40.700671,-73.889433,"11378, 11373, 11374, 11385",0,purple,38,52061.08675,80382.83593,0,0
11385,Queens,Northwest Queens,2002,"$1,322,868,000 ","33,187","$39,861 ",39861,,,,,,,N,4,"Fresh Pond Rd, Forest Av, Seneca Av, Halsey St",2,"M, L",13,0,19.494,3.6,40.700671,-73.889433,"11378, 11373, 11374, 11385",0,purple,38,51446.63339,78836.50594,0,0
11411,Queens,Southeast Queens,2001,"$375,415,000 ","8,520","$44,063 ",44063,,,,,,,N,,,,,3,0,8.72,1.2,40.694021,-73.736216,"11429, 11412, 11413, 11422",0,purple,38,52061.08675,80382.83593,0,0
11411,Queens,Southeast Queens,2002,"$371,742,000 ","8,265","$44,978 ",44978,,,,,,,N,,,,,3,0,8.72,1.2,40.694021,-73.736216,"11429, 11412, 11413, 11422",0,purple,38,51446.63339,78836.50594,0,0
11412,Queens,Jamaica,2001,"$510,336,000 ","13,918","$36,667 ",36667,,,,,,,N,,,,,3,0,3.63,1.6,40.698095,-73.758986,"11423, 11429, 11411, 11413, 11434, 11433",0,purple,38,52061.08675,80382.83593,0,0
11412,Queens,Jamaica,2002,"$512,557,000 ","13,548","$37,833 ",37833,,,,,,,N,,,,,3,0,3.63,1.6,40.698095,-73.758986,"11423, 11429, 11411, 11413, 11434, 11433",0,purple,38,51446.63339,78836.50594,0,0
11413,Queens,Southeast Queens,2001,"$647,542,000 ","15,530","$41,696 ",41696,,,,,,,N,,,,,7,0,32.667,3.1,40.671659,-73.752568,"11422, 11411, 11412, 11434",0,purple,38,52061.08675,80382.83593,0,0
11413,Queens,Southeast Queens,2002,"$656,692,000 ","15,312","$42,887 ",42887,,,,,,,N,,,,,7,0,32.667,3.1,40.671659,-73.752568,"11422, 11411, 11412, 11434",0,purple,38,51446.63339,78836.50594,0,0
11414,Queens,Southwest Queens,2001,"$621,871,000 ","10,022","$62,051 ",62051,,,,,,,Y,1,Howard Beach - JFK Airport,1,A,5,0,12.659,2.3,40.657604,-73.844804,11417,0,purple,38,52061.08675,80382.83593,0,0
11414,Queens,Southwest Queens,2002,"$613,405,000 ","9,852","$62,262 ",62262,,,,,,,Y,1,Howard Beach - JFK Airport,1,A,5,0,12.659,2.3,40.657604,-73.844804,11417,0,purple,38,51446.63339,78836.50594,0,0
11415,Queens,Southwest Queens,2001,"$396,301,000 ","7,330","$54,066 ",54066,,,,,,,N,,,,,3,0,1.565,0.6,40.707917,-73.828212,"11385, 11375, 11435, 11418",0,purple,38,52061.08675,80382.83593,0,0
11415,Queens,Southwest Queens,2002,"$398,116,000 ","7,217","$55,164 ",55164,,,,,,,N,,,,,3,0,1.565,0.6,40.707917,-73.828212,"11385, 11375, 11435, 11418",0,purple,38,51446.63339,78836.50594,0,0
11416,Queens,Southwest Queens,2001,"$252,822,000 ","7,596","$33,284 ",33284,,,,,,,N,1,Aqueduct Racetrack,1,A,4,0,4.41,0.7,40.684654,-73.849548,"11421, 11418, 11419, 11417",0,purple,38,52061.08675,80382.83593,0,0
11416,Queens,Southwest Queens,2002,"$251,915,000 ","7,534","$33,437 ",33437,,,,,,,N,1,Aqueduct Racetrack,1,A,4,0,4.41,0.7,40.684654,-73.849548,"11421, 11418, 11419, 11417",0,purple,38,51446.63339,78836.50594,0,0
11417,Queens,Southwest Queens,2001,"$414,475,000 ","10,191","$40,671 ",40671,,,,,,,N,5,"80 St, 88 St, Rockaway Blvd, 104 St, Aqueduct - N Conduit Av",1,A,12,0,22.306,1.1,40.676446,-73.844443,"11414, 11420, 11419, 11416",0,purple,38,52061.08675,80382.83593,0,0
11417,Queens,Southwest Queens,2002,"$408,445,000 ","10,038","$40,690 ",40690,,,,,,,N,5,"80 St, 88 St, Rockaway Blvd, 104 St, Aqueduct - N Conduit Av",1,A,12,0,22.306,1.1,40.676446,-73.844443,"11414, 11420, 11419, 11416",0,purple,38,51446.63339,78836.50594,0,0
11418,Queens,Southwest Queens,2001,"$452,022,000 ","11,999","$37,672 ",37672,,,,,,,N,4,"121 St, 111 St, 104 St, Jamaica - Van Wyck",3,"J, Z, E",1,0,0.005,1.6,40.700272,-73.835971,"11385, 11415, 11435, 11419, 11416, 11421",0,purple,38,52061.08675,80382.83593,0,0
11418,Queens,Southwest Queens,2002,"$452,956,000 ","11,943","$37,926 ",37926,,,,,,,N,4,"121 St, 111 St, 104 St, Jamaica - Van Wyck",3,"J, Z, E",1,0,0.005,1.6,40.700272,-73.835971,"11385, 11415, 11435, 11419, 11416, 11421",0,purple,38,51446.63339,78836.50594,0,0
11419,Queens,Southwest Queens,2001,"$495,367,000 ","15,372","$32,225 ",32225,,,,,,,N,2,"111 St, Ozone Park - Lefferts Blvd",1,A,2,0,4.56,1.1,40.688673,-73.822918,"11420, 11417, 11416, 11418, 11435",0,purple,38,52061.08675,80382.83593,0,0
11419,Queens,Southwest Queens,2002,"$500,528,000 ","15,053","$33,251 ",33251,,,,,,,N,2,"111 St, Ozone Park - Lefferts Blvd",1,A,2,0,4.56,1.1,40.688673,-73.822918,"11420, 11417, 11416, 11418, 11435",0,purple,38,51446.63339,78836.50594,0,0
11420,Queens,Southwest Queens,2001,"$579,490,000 ","15,789","$36,702 ",36702,,,,,,,N,,,,,9,0,16.202,2.1,40.673583,-73.81773,"11417, 11419, 11435, 11436",0,purple,38,52061.08675,80382.83593,0,0
11420,Queens,Southwest Queens,2002,"$577,633,000 ","15,438","$37,416 ",37416,,,,,,,N,,,,,9,0,16.202,2.1,40.673583,-73.81773,"11417, 11419, 11435, 11436",0,purple,38,51446.63339,78836.50594,0,0
11421,Queens,Southwest Queens,2001,"$508,368,000 ","13,318","$38,171 ",38171,,,,,,,N,3,"Woodhaven Blvd, 85 St - Forest Pkwy, 75 St",2,"J, Z",3,0,1.431,1.3,40.694062,-73.858626,"11385, 11418, 11416",0,purple,38,52061.08675,80382.83593,0,0
11421,Queens,Southwest Queens,2002,"$508,194,000 ","13,142","$38,669 ",38669,,,,,,,N,3,"Woodhaven Blvd, 85 St - Forest Pkwy, 75 St",2,"J, Z",3,0,1.431,1.3,40.694062,-73.858626,"11385, 11418, 11416",0,purple,38,51446.63339,78836.50594,0,0
11422,Queens,Southeast Queens,2001,"$512,720,000 ","12,123","$42,293 ",42293,,,,,,,Y,,,,,2,0,2.81,2,40.66006,-73.736012,"11413, 11411",0,purple,38,52061.08675,80382.83593,0,0
11422,Queens,Southeast Queens,2002,"$514,831,000 ","11,909","$43,230 ",43230,,,,,,,Y,,,,,2,0,2.81,2,40.66006,-73.736012,"11413, 11411",0,purple,38,51446.63339,78836.50594,0,0
11423,Queens,Jamaica,2001,"$469,767,000 ","11,205","$41,925 ",41925,,,,,,,N,,,,,4,0,7.113,1.4,40.715606,-73.768471,"11412, 11429, 11428, 11427, 11364, 11366, 11432, 11433",0,purple,38,52061.08675,80382.83593,0,0
11423,Queens,Jamaica,2002,"$475,905,000 ","11,174","$42,590 ",42590,,,,,,,N,,,,,4,0,7.113,1.4,40.715606,-73.768471,"11412, 11429, 11428, 11427, 11364, 11366, 11432, 11433",0,purple,38,51446.63339,78836.50594,0,0
11426,Queens,Southeast Queens,2001,"$370,121,000 ","6,393","$57,895 ",57895,,,,,,,N,,,,,5,0,81.066,1.4,40.736425,-73.722376,"11362, 11427, 11428, 11429",0,purple,38,52061.08675,80382.83593,0,0
11426,Queens,Southeast Queens,2002,"$371,369,000 ","6,357","$58,419 ",58419,,,,,,,N,,,,,5,0,81.066,1.4,40.736425,-73.722376,"11362, 11427, 11428, 11429",0,purple,38,51446.63339,78836.50594,0,0
11427,Queens,Southeast Queens,2001,"$433,532,000 ","8,528","$50,836 ",50836,,,,,,,N,,,,,2,0,0.821,1.6,40.730904,-73.745661,"11426, 11362, 11364, 11423, 11428",0,purple,38,52061.08675,80382.83593,0,0
11427,Queens,Southeast Queens,2002,"$443,369,000 ","8,616","$51,459 ",51459,,,,,,,N,,,,,2,0,0.821,1.6,40.730904,-73.745661,"11426, 11362, 11364, 11423, 11428",0,purple,38,51446.63339,78836.50594,0,0
11428,Queens,Southeast Queens,2001,"$312,695,000 ","7,803","$40,074 ",40074,,,,,,,N,,,,,1,0,0.03,0.8,40.721016,-73.742245,"11426, 11427, 11423, 11429",0,purple,38,52061.08675,80382.83593,0,0
11428,Queens,Southeast Queens,2002,"$315,572,000 ","7,699","$40,989 ",40989,,,,,,,N,,,,,1,0,0.03,0.8,40.721016,-73.742245,"11426, 11427, 11423, 11429",0,purple,38,51446.63339,78836.50594,0,0
11429,Queens,Southeast Queens,2001,"$368,345,000 ","10,207","$36,087 ",36087,,,,,,,N,,,,,7,0,5.861,1.3,40.709766,-73.738653,"11426, 11428, 11423, 11412, 11411",0,purple,38,52061.08675,80382.83593,0,0
11429,Queens,Southeast Queens,2002,"$381,283,000 ","10,124","$37,661 ",37661,,,,,,,N,,,,,7,0,5.861,1.3,40.709766,-73.738653,"11426, 11428, 11423, 11412, 11411",0,purple,38,51446.63339,78836.50594,0,0
11432,Queens,Jamaica,2001,"$856,243,000 ","19,378","$44,186 ",44186,,,,,,,N,3,"Jamaica - 179 St, 169 St, Parsons Blvd",1,F,7,0,27.958,2.1,40.715359,-73.793071,"11366, 11423, 11433, 11435",0,purple,38,52061.08675,80382.83593,0,0
11432,Queens,Jamaica,2002,"$845,348,000 ","18,945","$44,621 ",44621,,,,,,,N,3,"Jamaica - 179 St, 169 St, Parsons Blvd",1,F,7,0,27.958,2.1,40.715359,-73.793071,"11366, 11423, 11433, 11435",0,purple,38,51446.63339,78836.50594,0,0
11433,Queens,Jamaica,2001,"$290,565,000 ","9,402","$30,905 ",30905,,,,,,,N,1,Jamaica Center - Parsons/Archer,3,"E, J, Z",12,0,31.89,1.6,40.698162,-73.786893,"11434, 11412, 11423, 11432, 11435",0,purple,38,52061.08675,80382.83593,0,0
11433,Queens,Jamaica,2002,"$307,879,000 ","9,504","$32,395 ",32395,,,,,,,N,1,Jamaica Center - Parsons/Archer,3,"E, J, Z",12,0,31.89,1.6,40.698162,-73.786893,"11434, 11412, 11423, 11432, 11435",0,purple,38,51446.63339,78836.50594,0,0
11434,Queens,Jamaica,2001,"$810,299,000 ","21,731","$37,288 ",37288,,,,,,,N,,,,,8,0,193.9,3.2,40.676808,-73.776425,"11413, 11412, 11433, 11436",0,purple,38,52061.08675,80382.83593,0,0
11434,Queens,Jamaica,2002,"$828,936,000 ","21,572","$38,426 ",38426,,,,,,,N,,,,,8,0,193.9,3.2,40.676808,-73.776425,"11413, 11412, 11433, 11436",0,purple,38,51446.63339,78836.50594,0,0
