,year,job_type,zipcode,LATITUDE,LONGITUDE,num_permits
530468,2016,A1,10011.0,40.741876,-74.004713,1
530469,2016,A1,10011.0,40.741945,-73.99448199999998,1
530470,2016,A1,10011.0,40.741986,-73.998271,1
530471,2016,A1,10011.0,40.742068,-74.00085200000002,1
530472,2016,A1,10011.0,40.742211,-74.006232,1
530473,2016,A1,10011.0,40.742258,-73.99887,1
530474,2016,A1,10011.0,40.742263,-74.002523,1
530475,2016,A1,10011.0,40.742318,-73.996954,1
530476,2016,A1,10011.0,40.742332,-74.002685,4
530477,2016,A1,10011.0,40.742376,-73.996911,1
530478,2016,A1,10011.0,40.742395,-73.99319,1
530479,2016,A1,10011.0,40.742431,-73.99746999999998,1
530480,2016,A1,10011.0,40.742436,-73.996868,1
530481,2016,A1,10011.0,40.742502,-73.997683,2
530482,2016,A1,10011.0,40.742518,-73.997723,3
530483,2016,A1,10011.0,40.742551,-73.997755,4
530484,2016,A1,10011.0,40.742749,-74.000328,1
530485,2016,A1,10011.0,40.742952,-73.994969,2
530486,2016,A1,10011.0,40.742985,-73.997008,3
530487,2016,A1,10011.0,40.74315,-73.99735799999998,1
530488,2016,A1,10011.0,40.743287,-73.999935,1
530489,2016,A1,10011.0,40.743386,-73.993916,2
530490,2016,A1,10011.0,40.743402,-74.001588,2
530491,2016,A1,10011.0,40.743407,-74.008589,2
530492,2016,A1,10011.0,40.74366,-73.995951,1
530493,2016,A1,10011.0,40.743712,-74.000512,1
530494,2016,A1,10011.0,40.743743,-73.999625,1
530495,2016,A1,10011.0,40.743825,-73.992901,2
530496,2016,A1,10011.0,40.74391,-73.993104,3
530497,2016,A1,10011.0,40.743946,-73.993237,1
530498,2016,A1,10011.0,40.744039,-74.004962,1
530499,2016,A1,10011.0,40.744058,-74.001375,6
530500,2016,A1,10011.0,40.744165,-73.99371,1
530501,2016,A1,10011.0,40.744248,-74.000011,2
530502,2016,A1,10011.0,40.744264,-74.000051,1
530503,2016,A1,10011.0,40.744289,-73.996117,1
530504,2016,A1,10011.0,40.744459,-73.996521,3
530505,2016,A1,10011.0,40.744783,-74.004876,5
530506,2016,A1,10011.0,40.744802,-73.999401,2
530507,2016,A1,10011.0,40.745038,-73.999921,3
530508,2016,A1,10011.0,40.745134,-74.003937,3
530509,2016,A1,10011.0,40.745549,-73.99906899999998,1
530510,2016,A1,10011.0,40.746191,-74.00640200000002,1
530511,2016,A1,10011.0,40.747162,-74.005009,2
530512,2016,A1,10011.0,40.747407,-74.00559,7
530513,2016,A1,10011.0,40.747681,-74.00207900000002,2
530514,2016,A1,10012.0,40.720407,-73.99504300000002,3
530515,2016,A1,10012.0,40.721046,-73.99376600000002,1
530516,2016,A1,10012.0,40.721104,-73.996349,4
530517,2016,A1,10012.0,40.721337,-73.997089,1
530518,2016,A1,10012.0,40.721532,-73.993578,3
530519,2016,A1,10012.0,40.721631,-73.99640699999998,4
530520,2016,A1,10012.0,40.721705,-73.99878100000002,1
530521,2016,A1,10012.0,40.72173,-73.995707,3
530522,2016,A1,10012.0,40.721768,-73.996353,1
530523,2016,A1,10012.0,40.721913,-73.993438,1
530524,2016,A1,10012.0,40.72211400000001,-73.99843100000002,1
530525,2016,A1,10012.0,40.722229,-73.994354,1
530526,2016,A1,10012.0,40.722306,-73.998294,1
530527,2016,A1,10012.0,40.722394,-73.999329,1
530528,2016,A1,10012.0,40.722559,-73.999217,1
530529,2016,A1,10012.0,40.722575,-73.999177,1
530530,2016,A1,10012.0,40.722745,-74.00125899999998,1
530531,2016,A1,10012.0,40.722874,-73.995887,1
530532,2016,A1,10012.0,40.722995,-74.00105,1
530533,2016,A1,10012.0,40.72305,-73.993015,2
530534,2016,A1,10012.0,40.723055,-74.000999,1
530535,2016,A1,10012.0,40.723077,-73.995032,3
530536,2016,A1,10012.0,40.723119,-74.000945,2
530537,2016,A1,10012.0,40.723176,-73.995274,2
530538,2016,A1,10012.0,40.723209,-73.99866899999998,2
530539,2016,A1,10012.0,40.723209,-73.99535300000002,1
530540,2016,A1,10012.0,40.723256,-73.993925,1
530541,2016,A1,10012.0,40.723294,-73.997431,3
530542,2016,A1,10012.0,40.723302,-74.00184399999998,2
530543,2016,A1,10012.0,40.723382,-73.993874,1
530544,2016,A1,10012.0,40.723451,-73.99593399999998,2
530545,2016,A1,10012.0,40.723489,-74.00061,4
530546,2016,A1,10012.0,40.723544,-74.001642,3
530547,2016,A1,10012.0,40.723544,-73.99983399999998,1
530548,2016,A1,10012.0,40.723566,-73.998366,1
530549,2016,A1,10012.0,40.723571,-73.996176,1
530550,2016,A1,10012.0,40.72358,-73.99719300000002,1
530551,2016,A1,10012.0,40.723613,-73.998326,1
530552,2016,A1,10012.0,40.723632,-74.000011,1
530553,2016,A1,10012.0,40.723673,-73.99825,1
530554,2016,A1,10012.0,40.723692,-73.99461,2
530555,2016,A1,10012.0,40.72372,-73.998211,1
530556,2016,A1,10012.0,40.72378300000001,-74.001465,1
530557,2016,A1,10012.0,40.723827,-73.995483,1
530558,2016,A1,10012.0,40.723846,-74.00048699999998,1
530559,2016,A1,10012.0,40.723909,-73.998048,2
530560,2016,A1,10012.0,40.724112,-74.003283,2
530561,2016,A1,10012.0,40.724197,-74.002248,1
530562,2016,A1,10012.0,40.724367,-74.001566,1
530563,2016,A1,10012.0,40.724557,-74.002883,1
530564,2016,A1,10012.0,40.724612,-73.997478,2
530565,2016,A1,10012.0,40.724919,-74.001609,1
530566,2016,A1,10012.0,40.72501,-73.998257,1
530567,2016,A1,10012.0,40.725045,-73.997085,1
530568,2016,A1,10012.0,40.725119,-73.99818499999998,2
530569,2016,A1,10012.0,40.725254,-73.999149,2
530570,2016,A1,10012.0,40.725487,-73.993145,1
530571,2016,A1,10012.0,40.725561,-73.994935,1
530572,2016,A1,10012.0,40.725874,-73.992568,2
