ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI,AGIadj2015,AdjacentIncome,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Zillow_value,ZillowAdj,Zillow_value2,ZillowAdj2,AdjacentZillow2,Proximity,Coffees,NewCoffees
11214,Brooklyn,Southwest Brooklyn,2008,"$1,433,381,000 ","36,349",39434,43403.33946,52559.16,,,,,,,Y,6,"79 St, 18 Av, 20 Av, Bay Pkwy, 25 Av, Bay 50 St",1,D,10,0,148.08,2.2,40.599148,-73.99609,"11228, 11204, 11223, 11224",0.718145577,0.790432527,0.718145577,0.790432527,0.8,0.092183665,,
11214,Brooklyn,Southwest Brooklyn,2009,"$1,406,737,000 ","35,802",39292,43420.72897,53861.78,,,,,,,Y,6,"79 St, 18 Av, 20 Av, Bay Pkwy, 25 Av, Bay 50 St",1,D,10,0,148.08,2.2,40.599148,-73.99609,"11228, 11204, 11223, 11224",0.691297806,0.763938071,0.691297806,0.763938071,0.81,0.092183665,,
11214,Brooklyn,Southwest Brooklyn,2010,"$1,431,901,000 ","36,294",39453,42912.05369,53111.46,,,,,,,Y,6,"79 St, 18 Av, 20 Av, Bay Pkwy, 25 Av, Bay 50 St",1,D,10,0,148.08,2.2,40.599148,-73.99609,"11228, 11204, 11223, 11224",0.770801772,0.83838205,0.770801772,0.83838205,0.8,0.092183665,,
11214,Brooklyn,Southwest Brooklyn,2011,"$1,476,012,000 ","37,147",39734,41877.60702,52719.32,"$39,822.00 ","$54,880.00 ",$376.25 ,49.70%,4.00%,46.20%,Y,6,"79 St, 18 Av, 20 Av, Bay Pkwy, 25 Av, Bay 50 St",1,D,10,0,148.08,2.2,40.599148,-73.99609,"11228, 11204, 11223, 11224",0.74696206,0.787259868,0.74696206,0.787259868,0.77,0.092183665,,
11214,Brooklyn,Southwest Brooklyn,2012,"$1,509,319,000 ","37,860",39866,41152.52525,52749.83,"$41,246.00 ","$56,340.00 ",$377.58 ,49.70%,4.90%,45.40%,Y,6,"79 St, 18 Av, 20 Av, Bay Pkwy, 25 Av, Bay 50 St",1,D,10,0,148.08,2.2,40.599148,-73.99609,"11228, 11204, 11223, 11224",0.752349514,0.776628766,0.752349514,0.776628766,0.76,0.092183665,,
11214,Brooklyn,Southwest Brooklyn,2013,"$1,563,213,000 ","38,430",40677,41369.15983,52995.69,"$43,398.00 ","$59,810.00 ",$398.33 ,49.90%,5.20%,44.90%,Y,6,"79 St, 18 Av, 20 Av, Bay Pkwy, 25 Av, Bay 50 St",1,D,10,0,148.08,2.2,40.599148,-73.99609,"11228, 11204, 11223, 11224",0.816629497,0.830525265,0.816629497,0.830525265,0.79,0.092183665,0,0
11214,Brooklyn,Southwest Brooklyn,2014,"$1,651,353,000 ","39,440",41870,41911.87,53306.5,"$45,838.00 ","$62,934.00 ",$427.17 ,51.80%,5.40%,42.80%,Y,6,"79 St, 18 Av, 20 Av, Bay Pkwy, 25 Av, Bay 50 St",1,D,10,0,148.08,2.2,40.599148,-73.99609,"11228, 11204, 11223, 11224",0.871606041,0.872477647,0.871606041,0.872477647,0.83,0.092183665,5,2
11214,Brooklyn,Southwest Brooklyn,2015,"$1,725,963,000 ","40,520",42595,42595,56204.75,"$49,828.00 ","$66,803.00 ",$460.83 ,54.00%,5.20%,40.80%,Y,6,"79 St, 18 Av, 20 Av, Bay Pkwy, 25 Av, Bay 50 St",1,D,10,0,148.08,2.2,40.599148,-73.99609,"11228, 11204, 11223, 11224",0.959701232,0.959701232,0.959701232,0.959701232,0.91,0.092183665,7,1
11215,Brooklyn,Northwest Brooklyn,2001,"$1,835,886,000 ","26,160",70179,93883.65275,56736.15,,,,,,,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",,0,0,0,0,0.040810408,,
11215,Brooklyn,Northwest Brooklyn,2002,"$1,786,670,000 ","25,861",69087,90967.32615,55907.56,,,,,,,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",,0,0,0,0,0.040810408,,
11215,Brooklyn,Northwest Brooklyn,2004,"$2,072,819,000 ","31,266",66296,83086.47679,49773.07,,,,,,,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",0.525403944,0.658470535,0,0,0,0.040810408,,
11215,Brooklyn,Northwest Brooklyn,2005,"$2,276,102,000 ","31,153",73062,88555.19329,51798.75,,,,,,,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",0.50664344,0.614079929,0.50664344,0.614079929,0.65,0.040810408,,
11215,Brooklyn,Northwest Brooklyn,2006,"$2,600,026,000 ","32,187",80779,94872.69863,54112.47,,,,,,,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",0.542032741,0.636602445,0.542032741,0.636602445,0.7,0.040810408,,
11215,Brooklyn,Northwest Brooklyn,2007,"$3,058,662,000 ","34,915",87603,100084.9199,54006.47,,,,,,,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",0.548414014,0.626553573,0.548414014,0.626553573,0.72,0.040810408,,
11215,Brooklyn,Northwest Brooklyn,2008,"$3,001,561,000 ","33,673",89139,98111.53513,56647.55,,,,,,,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",0.575644127,0.633587195,0.575644127,0.633587195,0.7,0.040810408,,
11215,Brooklyn,Northwest Brooklyn,2009,"$2,896,907,000 ","34,693",83501,92275.127,55587.95,,,,,,,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",0.55411866,0.6123444,0.55411866,0.6123444,0.69,0.040810408,,
11215,Brooklyn,Northwest Brooklyn,2010,"$3,178,697,000 ","35,576",89349,97182.70056,58269.41,,,,,,,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",0.57903703,0.629804276,0.57903703,0.629804276,0.65,0.040810408,,
11215,Brooklyn,Northwest Brooklyn,2011,"$3,510,702,000 ","35,920",97737,103009.8072,58964.68,"$88,450.00 ","$125,128.00 ",$618.58 ,72.80%,4.90%,22.20%,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",0.619603331,0.653030271,0.619603331,0.653030271,0.65,0.040810408,,
11215,Brooklyn,Northwest Brooklyn,2012,"$3,718,326,000 ","35,630",104359,107726.7943,62974.89,"$93,184.00 ","$127,597.00 ",$644.67 ,73.30%,5.10%,21.60%,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",0.664459419,0.685902348,0.664459419,0.685902348,0.65,0.040810408,,
11215,Brooklyn,Northwest Brooklyn,2013,"$3,882,566,000 ","34,930",111153,113044.3794,64806.87,"$95,654.00 ","$132,302.00 ",$738.58 ,72.90%,5.40%,21.70%,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",0.759603003,0.772528408,0.759603003,0.772528408,0.71,0.040810408,1,0
11215,Brooklyn,Northwest Brooklyn,2014,"$4,262,362,000 ","33,670",126592,126718.592,70424.64,"$99,040.00 ","$139,886.00 ",$858.58 ,73.70%,4.90%,21.40%,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",0.864795002,0.865659797,0.864795002,0.865659797,0.79,0.040810408,15,4
11215,Brooklyn,Northwest Brooklyn,2015,"$4,564,364,000 ","33,640",135683,135683,75237.29,"$103,716.00 ","$144,180.00 ",$938.00 ,74.10%,4.30%,21.50%,N,,,,,18,0,542.295,2.2,40.662688,-73.98674,"11231, 11217, 11238, 11225, 11226, 11218, 11232",0.935550863,0.935550863,0.935550863,0.935550863,0.9,0.040810408,23,3
11216,Brooklyn,Central Brooklyn,2001,"$500,946,000 ","17,338",28893,38652.3088,41475.39,,,,,,,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",,0,0,0,0,0.064657006,,
11216,Brooklyn,Central Brooklyn,2002,"$502,680,000 ","17,139",29330,38619.01191,42611.27,,,,,,,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",,0,0,0,0,0.064657006,,
11216,Brooklyn,Central Brooklyn,2004,"$541,629,000 ","19,948",27152,34028.65961,38003.12,,,,,,,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",,0,0,0,0,0.064657006,,
11216,Brooklyn,Central Brooklyn,2005,"$570,056,000 ","20,252",28148,34116.93604,38840.84,,,,,,,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",,0,0.487437344,0.590801076,0.71,0.064657006,,
11216,Brooklyn,Central Brooklyn,2006,"$636,020,000 ","21,402",29718,34902.96807,39422.67,,,,,,,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",,0,0.563798829,0.662166112,0.8,0.064657006,,
11216,Brooklyn,Central Brooklyn,2007,"$718,920,000 ","24,777",29016,33150.28065,37617.23,,,,,,,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",,0,0.592395839,0.676802051,0.81,0.064657006,,
11216,Brooklyn,Central Brooklyn,2008,"$755,811,000 ","23,362",32352,35608.48096,40534.55,,,,,,,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",,0,0.630284382,0.693727418,0.8,0.064657006,,
11216,Brooklyn,Central Brooklyn,2009,"$802,983,000 ","24,181",33207,36696.32869,41161.79,,,,,,,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",,0,0.597114588,0.659858258,0.76,0.064657006,,
11216,Brooklyn,Central Brooklyn,2010,"$861,360,000 ","25,468",33821,36786.26639,41364.29,,,,,,,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",0.463292451,0.503911757,0.463292451,0.503911757,0.6,0.064657006,,
11216,Brooklyn,Central Brooklyn,2011,"$924,734,000 ","26,205",35288,37191.75005,41193.59,"$40,174.00 ","$54,693.00 ",$373.17 ,57.50%,5.60%,36.80%,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",0.451229343,0.475572686,0.451229343,0.475572686,0.59,0.064657006,,
11216,Brooklyn,Central Brooklyn,2012,"$992,347,000 ","26,650",37236,38437.65189,42352.76,"$41,688.00 ","$56,185.00 ",$394.75 ,56.90%,6.70%,36.30%,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",0.47732769,0.492731646,0.47732769,0.492731646,0.6,0.064657006,,
11216,Brooklyn,Central Brooklyn,2013,"$1,096,986,000 ","27,520",39861,40539.27478,43611.39,"$43,996.00 ","$61,139.00 ",$480.00 ,58.60%,7.40%,33.90%,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",0.580411125,0.590287401,0.580411125,0.590287401,0.67,0.064657006,0,0
11216,Brooklyn,Central Brooklyn,2014,"$1,222,110,000 ","28,330",43138,43181.138,46178.99,"$45,566.00 ","$63,003.00 ",$603.00 ,60.50%,8.00%,31.40%,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",0.729141475,0.729870616,0.729141475,0.729870616,0.76,0.064657006,5,2
11216,Brooklyn,Central Brooklyn,2015,"$1,396,687,000 ","29,290",47685,47685,49397,"$47,107.00 ","$65,962.00 ",$730.42 ,61.70%,8.30%,30.00%,N,3,"Nostrand Av, Kingston - Throop Avs, Nostrand Av",3,"A, C, 3",17,0,20.812,0.9,40.680768,-73.949316,"11205, 11206, 11221, 11233, 11213, 11225, 11238",0.880538737,0.880538737,0.880538737,0.880538737,0.88,0.064657006,7,0
11217,Brooklyn,Northwest Brooklyn,2001,"$801,096,000 ","14,095",56835,76032.39437,86746.09,,,,,,,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",,0,0,0,0,0.038825089,,
11217,Brooklyn,Northwest Brooklyn,2002,"$798,292,000 ","13,989",57066,75139.19311,83596.4,,,,,,,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",,0,0,0,0,0.038825089,,
11217,Brooklyn,Northwest Brooklyn,2004,"$932,601,000 ","16,460",56659,71008.75903,75841.1,,,,,,,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",0.573533923,0.718790168,0,0,0,0.038825089,,
11217,Brooklyn,Northwest Brooklyn,2005,"$1,025,775,000 ","16,301",62927,76271.01158,81795.32,,,,,,,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",0.518210359,0.628099676,0.518210359,0.628099676,0.6,0.038825089,,
11217,Brooklyn,Northwest Brooklyn,2006,"$1,188,139,000 ","16,649",71364,83815.04184,88573.53,,,,,,,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",0.516754506,0.606913858,0.516754506,0.606913858,0.62,0.038825089,,
11217,Brooklyn,Northwest Brooklyn,2007,"$1,402,948,000 ","18,740",74864,85530.83163,89815.6,,,,,,,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",0.540454812,0.617460322,0.540454812,0.617460322,0.62,0.038825089,,
11217,Brooklyn,Northwest Brooklyn,2008,"$1,403,238,000 ","17,685",79346,87332.79335,90091.26,,,,,,,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",0.557363849,0.613466865,0.557363849,0.613466865,0.62,0.038825089,,
11217,Brooklyn,Northwest Brooklyn,2009,"$1,367,396,000 ","17,878",76485,84521.899,84910.44,,,,,,,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",0.576184202,0.636728547,0.576184202,0.636728547,0.63,0.038825089,,
11217,Brooklyn,Northwest Brooklyn,2010,"$1,532,481,000 ","18,326",83623,90954.67178,91673.63,,,,,,,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",0.54568978,0.593533296,0.54568978,0.593533296,0.62,0.038825089,,
11217,Brooklyn,Northwest Brooklyn,2011,"$1,614,210,000 ","18,367",87886,92627.35619,94114.48,"$74,518.00 ","$111,074.00 ",$622.75 ,69.10%,6.20%,24.70%,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",0.568544343,0.599216705,0.568544343,0.599216705,0.62,0.038825089,,
11217,Brooklyn,Northwest Brooklyn,2012,"$1,872,657,000 ","18,250",102611,105922.3842,100648.72,"$78,591.00 ","$111,773.00 ",$646.67 ,69.30%,6.00%,24.70%,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",0.592092896,0.611200468,0.592092896,0.611200468,0.64,0.038825089,,
11217,Brooklyn,Northwest Brooklyn,2013,"$1,941,268,000 ","18,380",105618,107415.1959,105798.95,"$81,862.00 ","$117,480.00 ",$731.08 ,69.00%,6.40%,24.50%,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",0.689094214,0.700819841,0.689094214,0.700819841,0.72,0.038825089,0,0
11217,Brooklyn,Northwest Brooklyn,2014,"$2,124,017,000 ","18,370",115624,115739.624,115811.1,"$85,199.00 ","$120,590.00 ",$859.17 ,68.00%,6.10%,25.90%,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",0.808468356,0.809276824,0.808468356,0.809276824,0.81,0.038825089,10,1
11217,Brooklyn,Northwest Brooklyn,2015,"$2,288,512,000 ","18,510",123637,123637,123047.4,"$87,091.00 ","$126,829.00 ",$959.92 ,68.30%,5.20%,26.60%,N,8,"Atlantic Av - Barclays Ctr, Atlantic Av - Barclays Ctr, 7 Av, Lafayette Av, Fulton St, Nevins St, Atlantic Av - Barclays Ctr, Bergen St",11,"D, N, R, B, Q, C, G, 2, 3, 4, 5",9,0,8.777,0.8,40.682306,-73.978099,"11201, 11205, 11238, 11215, 11231",0.895887855,0.895887855,0.895887855,0.895887855,0.9,0.038825089,10,0
11218,Brooklyn,Borough Park,2001,"$940,878,000 ","22,232",42321,56615.94021,61825.23,,,,,,,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0,0,0,0.061808393,,
11218,Brooklyn,Borough Park,2002,"$932,761,000 ","21,833",42723,56253.66676,60891.55,,,,,,,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0,0,0,0.061808393,,
11218,Brooklyn,Borough Park,2004,"$995,412,000 ","27,721",35908,45002.25064,51029.83,,,,,,,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0,0,0,0.061808393,,
11218,Brooklyn,Borough Park,2005,"$1,044,216,000 ","27,678",37727,45727.21493,52746.03,,,,,,,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0.57675525,0.699059328,0.71,0.061808393,,
11218,Brooklyn,Borough Park,2006,"$1,168,432,000 ","29,381",39768,46706.41477,53744.64,,,,,,,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0.66050066,0.775739735,0.78,0.061808393,,
11218,Brooklyn,Borough Park,2007,"$1,291,526,000 ","31,833",40572,46352.81178,54285.83,,,,,,,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0.677024056,0.773488333,0.78,0.061808393,,
11218,Brooklyn,Borough Park,2008,"$1,327,333,000 ","30,223",43918,48338.68901,53975.71,,,,,,,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0.683565439,0.752371628,0.76,0.061808393,,
11218,Brooklyn,Borough Park,2009,"$1,322,786,000 ","30,476",43404,47964.81015,52945.21,,,,,,,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0.654959192,0.723781064,0.73,0.061808393,,
11218,Brooklyn,Borough Park,2010,"$1,396,629,000 ","31,229",44722,48643.01486,53359.36,,,,,,,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0.669044634,0.727703324,0.73,0.061808393,,
11218,Brooklyn,Borough Park,2011,"$1,439,659,000 ","31,485",45725,48191.8151,54113.6,"$50,938.00 ","$66,711.00 ",$465.93 ,58.90%,4.30%,36.70%,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0.676940571,0.713460795,0.71,0.061808393,,
11218,Brooklyn,Borough Park,2012,"$1,528,871,000 ","32,160",47540,49074.17475,55221.52,"$53,251.00 ","$69,648.00 ",$477.22 ,59.40%,4.80%,35.70%,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0.681178407,0.703160879,0.7,0.061808393,,
11218,Brooklyn,Borough Park,2013,"$1,624,318,000 ","32,840",49462,50303.64539,56931.88,"$52,445.00 ","$70,046.00 ",$480.39 ,58.90%,5.00%,36.00%,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0.735349055,0.747861755,0.75,0.061808393,0,0
11218,Brooklyn,Borough Park,2014,"$1,749,837,000 ","33,180",52738,52790.738,59845.45,"$54,441.00 ","$72,945.00 ",$526.35 ,59.50%,4.70%,35.60%,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0.810588117,0.811398705,0.81,0.061808393,2,0
11218,Brooklyn,Borough Park,2015,"$1,877,832,000 ","33,090",56749,56749,63143.5,"$56,120.00 ","$78,208.00 ",$587.50 ,60.70%,4.60%,34.80%,N,4,"Church Av, Fort Hamilton Pkwy, Church Av, Ditmas Av",4,"B, Q, F, G",12,0,9.343,1.4,40.643468,-73.976046,"11232, 11215, 11226, 11230, 11204, 11219",,0,0.90745359,0.90745359,0.91,0.061808393,2,0
11219,Brooklyn,Borough Park,2001,"$850,203,000 ","19,773",42998,57521.61332,55813.54,,,,,,,N,,"Fort Hamilton Pkwy, 50 St, 55 St, 62 St, Fort Hamilton Pkwy, New Utrecht Av",2,"D, N",5,0,1.928,1.5,40.632667,-73.996669,"11220, 11232, 11218, 11204, 11228",,0,0,0,0,0.059977813,,
11219,Brooklyn,Borough Park,2002,"$823,698,000 ","19,665",41886,55151.58312,55640.87,,,,,,,N,,"Fort Hamilton Pkwy, 50 St, 55 St, 62 St, Fort Hamilton Pkwy, New Utrecht Av",2,"D, N",5,0,1.928,1.5,40.632667,-73.996669,"11220, 11232, 11218, 11204, 11228",,0,0,0,0,0.059977813,,
11219,Brooklyn,Borough Park,2004,"$913,759,000 ","25,954",35207,44123.71166,43726.93,,,,,,,N,,"Fort Hamilton Pkwy, 50 St, 55 St, 62 St, Fort Hamilton Pkwy, New Utrecht Av",2,"D, N",5,0,1.928,1.5,40.632667,-73.996669,"11220, 11232, 11218, 11204, 11228",,0,0,0,0,0.059977813,,
11219,Brooklyn,Borough Park,2005,"$989,183,000 ","26,069",37945,45991.44301,44089.49,,,,,,,N,,"Fort Hamilton Pkwy, 50 St, 55 St, 62 St, Fort Hamilton Pkwy, New Utrecht Av",2,"D, N",5,0,1.928,1.5,40.632667,-73.996669,"11220, 11232, 11218, 11204, 11228",,0,0.614932097,0.745331783,0.75,0.059977813,,
